year,date,doy,plot_id,sensor_type,sensor_name,sensor_depth_cm,sensor_unit,value
2018,2018-05-25,145,2018_37,5TM,5TM Moisture/Temp,15,soilVWC,0.18203398399055004
2018,2018-05-25,145,2018_37,5TM,5TM Moisture/Temp,45,soilT_C,19.62916660308838
2018,2018-05-25,145,2018_37,5TM,5TM Moisture/Temp,45,soilVWC,0.17049794271588326
2018,2018-05-25,145,2018_44,5TM,5TM Moisture/Temp,15,soilT_C,22.637500127156574
2018,2018-05-25,145,2018_44,5TM,5TM Moisture/Temp,15,soilVWC,0.3648751887182395
2018,2018-05-25,145,2018_44,5TM,5TM Moisture/Temp,45,soilT_C,17.820833444595337
2018,2018-05-25,145,2018_44,5TM,5TM Moisture/Temp,45,soilVWC,0.37631775811314583
2018,2018-05-25,145,2018_46,5TM,5TM Moisture/Temp,15,soilT_C,23.920833269755047
2018,2018-05-25,145,2018_46,5TM,5TM Moisture/Temp,15,soilVWC,0.18349029620488486
2018,2018-05-25,145,2018_46,5TM,5TM Moisture/Temp,45,soilT_C,18.608333349227905
2018,2018-05-25,145,2018_46,5TM,5TM Moisture/Temp,45,soilVWC,0.2309063288072745
2018,2018-05-26,146,2018_13,5TM,5TM Moisture/Temp,15,soilT_C,24.641666730244953
2018,2018-05-26,146,2018_13,5TM,5TM Moisture/Temp,15,soilVWC,0.21248611249029636
2018,2018-05-26,146,2018_13,5TM,5TM Moisture/Temp,45,soilT_C,20.316666920979817
2018,2018-05-26,146,2018_13,5TM,5TM Moisture/Temp,45,soilVWC,0.16767063240210214
2018,2018-05-26,146,2018_18,5TM,5TM Moisture/Temp,15,soilT_C,24.774999856948853
2018,2018-05-26,146,2018_18,5TM,5TM Moisture/Temp,15,soilVWC,0.19579777245720228
2018,2018-05-26,146,2018_18,5TM,5TM Moisture/Temp,45,soilT_C,19.479166507720947
2018,2018-05-26,146,2018_18,5TM,5TM Moisture/Temp,45,soilVWC,0.21241025937100252
2018,2018-05-26,146,2018_24,5TM,5TM Moisture/Temp,15,soilT_C,24.050000111262005
2018,2018-05-26,146,2018_24,5TM,5TM Moisture/Temp,15,soilVWC,0.24705650533239046
2018,2018-05-26,146,2018_24,5TM,5TE Moisture/Temp/EC,45,soilT_C,18.6958331267039
2018,2018-05-26,146,2018_24,5TM,5TE Moisture/Temp/EC,45,soilVWC,0.26879827802379924
2018,2018-05-26,146,2018_24,5TM,5TE Moisture/Temp/EC,45,mS/cm EC Bulk,23.100000381469727
2018,2018-05-26,146,2018_28,5TM,5TM Moisture/Temp,15,soilT_C,24.195833444595337
2018,2018-05-26,146,2018_28,5TM,5TM Moisture/Temp,15,soilVWC,0.19102697198589644
2018,2018-05-26,146,2018_28,5TM,5TM Moisture/Temp,45,soilT_C,18.204166571299236
2018,2018-05-26,146,2018_28,5TM,5TM Moisture/Temp,45,soilVWC,0.26874635368585587
2018,2018-05-26,146,2018_34,5TM,5TM Moisture/Temp,45,soilT_C,19.09583322207133
2018,2018-05-26,146,2018_34,5TM,5TM Moisture/Temp,45,soilVWC,0.28522398322820663
2018,2018-05-26,146,2018_37,5TM,5TM Moisture/Temp,15,soilT_C,25.554166793823242
2018,2018-05-26,146,2018_37,5TM,5TM Moisture/Temp,15,soilVWC,0.17942286717394987
2018,2018-05-26,146,2018_37,5TM,5TM Moisture/Temp,45,soilT_C,20.558333158493042
2018,2018-05-26,146,2018_37,5TM,5TM Moisture/Temp,45,soilVWC,0.17152749871214232
2018,2018-05-26,146,2018_44,5TM,5TM Moisture/Temp,15,soilT_C,23.524999856948853
2018,2018-05-26,146,2018_44,5TM,5TM Moisture/Temp,15,soilVWC,0.36557741339008015
2018,2018-05-26,146,2018_44,5TM,5TM Moisture/Temp,45,soilT_C,18.608333190282185
2018,2018-05-26,146,2018_44,5TM,5TM Moisture/Temp,45,soilVWC,0.37755947435895604
2018,2018-05-26,146,2018_46,5TM,5TM Moisture/Temp,15,soilT_C,24.645833333333332
2018,2018-05-26,146,2018_46,5TM,5TM Moisture/Temp,15,soilVWC,0.18289294528464475
2018,2018-05-26,146,2018_46,5TM,5TM Moisture/Temp,45,soilT_C,19.46666646003723
2018,2018-05-26,146,2018_46,5TM,5TM Moisture/Temp,45,soilVWC,0.23545955928663412
2018,2018-05-27,147,2018_13,5TM,5TM Moisture/Temp,15,soilT_C,25.96666677792867
2018,2018-05-27,147,2018_13,5TM,5TM Moisture/Temp,15,soilVWC,0.21092719522615275
2018,2018-05-27,147,2018_13,5TM,5TM Moisture/Temp,45,soilT_C,21.162499984105427
2018,2018-05-27,147,2018_13,5TM,5TM Moisture/Temp,45,soilVWC,0.1677219495177269
2018,2018-05-27,147,2018_18,5TM,5TM Moisture/Temp,15,soilT_C,26.175000031789143
2018,2018-05-27,147,2018_18,5TM,5TM Moisture/Temp,15,soilVWC,0.19841019002099833
2018,2018-05-27,147,2018_18,5TM,5TM Moisture/Temp,45,soilT_C,20.24583347638448
2018,2018-05-27,147,2018_18,5TM,5TM Moisture/Temp,45,soilVWC,0.21291883351902166
2018,2018-05-27,147,2018_24,5TM,5TM Moisture/Temp,15,soilT_C,25.429166793823242
2018,2018-05-27,147,2018_24,5TM,5TM Moisture/Temp,15,soilVWC,0.2526855356991291
2018,2018-05-27,147,2018_24,5TM,5TE Moisture/Temp/EC,45,soilT_C,19.458333333333332
2018,2018-05-27,147,2018_24,5TM,5TE Moisture/Temp/EC,45,soilVWC,0.26589560136199
2018,2018-05-27,147,2018_24,5TM,5TE Moisture/Temp/EC,45,mS/cm EC Bulk,23.100000381469727
2018,2018-05-27,147,2018_28,5TM,5TM Moisture/Temp,15,soilT_C,25.441666682561237
2018,2018-05-27,147,2018_28,5TM,5TM Moisture/Temp,15,soilVWC,0.19506654515862465
