year,date,samp_doy,plot,trt,soilpair_YN,soilmois_g.g,depth_cm,resis_kPa,block,samp_ID
2018,2018-05-09,129,34,C2,Y,0.21354986407211327,40.64,1172.1091999999999,NA,NA
2019,2018-05-09,129,35,C2,Y,0.21354986407211327,40.64,1172.1091999999999,NA,NA
2012,2018-05-09,129,34,C2,Y,0.21354986407211327,43.18,1068.6878,NA,NA
2013,2018-05-09,129,35,C2,Y,0.21354986407211327,43.18,1068.6878,NA,NA
2014,2018-05-09,129,34,C2,Y,0.21354986407211327,43.18,1068.6878,NA,NA
2015,2018-05-09,129,35,C2,Y,0.21354986407211327,43.18,1068.6878,NA,NA
2016,2018-05-09,129,34,C2,Y,0.21354986407211327,43.18,1068.6878,NA,NA
2017,2018-05-09,129,35,C2,Y,0.21354986407211327,43.18,1068.6878,NA,NA
2018,2018-05-09,129,34,C2,Y,0.21354986407211327,43.18,1068.6878,NA,NA
2019,2018-05-09,129,35,C2,Y,0.21354986407211327,43.18,1068.6878,NA,NA
2012,2018-05-09,129,34,C2,Y,0.21354986407211327,45.72,965.2664,NA,NA
2013,2018-05-09,129,35,C2,Y,0.21354986407211327,45.72,965.2664,NA,NA
2014,2018-05-09,129,34,C2,Y,0.21354986407211327,45.72,965.2664,NA,NA
2015,2018-05-09,129,35,C2,Y,0.21354986407211327,45.72,965.2664,NA,NA
2016,2018-05-09,129,34,C2,Y,0.21354986407211327,45.72,965.2664,NA,NA
2017,2018-05-09,129,35,C2,Y,0.21354986407211327,45.72,965.2664,NA,NA
2018,2018-05-09,129,34,C2,Y,0.21354986407211327,45.72,965.2664,NA,NA
2019,2018-05-09,129,35,C2,Y,0.21354986407211327,45.72,965.2664,NA,NA
2012,2018-05-09,129,34,C2,Y,0.2527354997943231,0,206.84279999999998,NA,NA
2013,2018-05-09,129,35,C2,Y,0.2527354997943231,0,206.84279999999998,NA,NA
2014,2018-05-09,129,34,C2,Y,0.2527354997943231,0,206.84279999999998,NA,NA
2015,2018-05-09,129,35,C2,Y,0.2527354997943231,0,206.84279999999998,NA,NA
2016,2018-05-09,129,34,C2,Y,0.2527354997943231,0,206.84279999999998,NA,NA
2017,2018-05-09,129,35,C2,Y,0.2527354997943231,0,206.84279999999998,NA,NA
2018,2018-05-09,129,34,C2,Y,0.2527354997943231,0,206.84279999999998,NA,NA
2019,2018-05-09,129,35,C2,Y,0.2527354997943231,0,206.84279999999998,NA,NA
2012,2018-05-09,129,34,C2,Y,0.2527354997943231,2.54,241.3166,NA,NA
2013,2018-05-09,129,35,C2,Y,0.2527354997943231,2.54,241.3166,NA,NA
2014,2018-05-09,129,34,C2,Y,0.2527354997943231,2.54,241.3166,NA,NA
2015,2018-05-09,129,35,C2,Y,0.2527354997943231,2.54,241.3166,NA,NA
2016,2018-05-09,129,34,C2,Y,0.2527354997943231,2.54,241.3166,NA,NA
2017,2018-05-09,129,35,C2,Y,0.2527354997943231,2.54,241.3166,NA,NA
2018,2018-05-09,129,34,C2,Y,0.2527354997943231,2.54,241.3166,NA,NA
2019,2018-05-09,129,35,C2,Y,0.2527354997943231,2.54,241.3166,NA,NA
2012,2018-05-09,129,34,C2,Y,0.2527354997943231,5.08,379.2118,NA,NA
2013,2018-05-09,129,35,C2,Y,0.2527354997943231,5.08,379.2118,NA,NA
2014,2018-05-09,129,34,C2,Y,0.2527354997943231,5.08,379.2118,NA,NA
2015,2018-05-09,129,35,C2,Y,0.2527354997943231,5.08,379.2118,NA,NA
2016,2018-05-09,129,34,C2,Y,0.2527354997943231,5.08,379.2118,NA,NA
2017,2018-05-09,129,35,C2,Y,0.2527354997943231,5.08,379.2118,NA,NA
2018,2018-05-09,129,34,C2,Y,0.2527354997943231,5.08,379.2118,NA,NA
2019,2018-05-09,129,35,C2,Y,0.2527354997943231,5.08,379.2118,NA,NA
2012,2018-05-09,129,34,C2,Y,0.2527354997943231,7.62,448.1594,NA,NA
2013,2018-05-09,129,35,C2,Y,0.2527354997943231,7.62,448.1594,NA,NA
2014,2018-05-09,129,34,C2,Y,0.2527354997943231,7.62,448.1594,NA,NA
2015,2018-05-09,129,35,C2,Y,0.2527354997943231,7.62,448.1594,NA,NA
2016,2018-05-09,129,34,C2,Y,0.2527354997943231,7.62,448.1594,NA,NA
2017,2018-05-09,129,35,C2,Y,0.2527354997943231,7.62,448.1594,NA,NA
2018,2018-05-09,129,34,C2,Y,0.2527354997943231,7.62,448.1594,NA,NA
2019,2018-05-09,129,35,C2,Y,0.2527354997943231,7.62,448.1594,NA,NA
2012,2018-05-09,129,34,C2,Y,0.2527354997943231,10.16,379.2118,NA,NA
2013,2018-05-09,129,35,C2,Y,0.2527354997943231,10.16,379.2118,NA,NA
2014,2018-05-09,129,34,C2,Y,0.2527354997943231,10.16,379.2118,NA,NA
2015,2018-05-09,129,35,C2,Y,0.2527354997943231,10.16,379.2118,NA,NA
2016,2018-05-09,129,34,C2,Y,0.2527354997943231,10.16,379.2118,NA,NA
2017,2018-05-09,129,35,C2,Y,0.2527354997943231,10.16,379.2118,NA,NA
2018,2018-05-09,129,34,C2,Y,0.2527354997943231,10.16,379.2118,NA,NA
2019,2018-05-09,129,35,C2,Y,0.2527354997943231,10.16,379.2118,NA,NA
2012,2018-05-09,129,34,C2,Y,0.2527354997943231,12.7,482.6332,NA,NA
2013,2018-05-09,129,35,C2,Y,0.2527354997943231,12.7,482.6332,NA,NA
2014,2018-05-09,129,34,C2,Y,0.2527354997943231,12.7,482.6332,NA,NA
2015,2018-05-09,129,35,C2,Y,0.2527354997943231,12.7,482.6332,NA,NA
2016,2018-05-09,129,34,C2,Y,0.2527354997943231,12.7,482.6332,NA,NA
2017,2018-05-09,129,35,C2,Y,0.2527354997943231,12.7,482.6332,NA,NA
2018,2018-05-09,129,34,C2,Y,0.2527354997943231,12.7,482.6332,NA,NA
2019,2018-05-09,129,35,C2,Y,0.2527354997943231,12.7,482.6332,NA,NA
2012,2018-05-09,129,34,C2,Y,0.2527354997943231,15.24,689.476,NA,NA
2013,2018-05-09,129,35,C2,Y,0.2527354997943231,15.24,689.476,NA,NA
2014,2018-05-09,129,34,C2,Y,0.2527354997943231,15.24,689.476,NA,NA
2015,2018-05-09,129,35,C2,Y,0.2527354997943231,15.24,689.476,NA,NA
2016,2018-05-09,129,34,C2,Y,0.2527354997943231,15.24,689.476,NA,NA
2017,2018-05-09,129,35,C2,Y,0.2527354997943231,15.24,689.476,NA,NA
2018,2018-05-09,129,34,C2,Y,0.2527354997943231,15.24,689.476,NA,NA
2019,2018-05-09,129,35,C2,Y,0.2527354997943231,15.24,689.476,NA,NA
2012,2018-05-09,129,34,C2,Y,0.2527354997943231,17.78,655.0022,NA,NA
2013,2018-05-09,129,35,C2,Y,0.2527354997943231,17.78,655.0022,NA,NA
2014,2018-05-09,129,34,C2,Y,0.2527354997943231,17.78,655.0022,NA,NA
2015,2018-05-09,129,35,C2,Y,0.2527354997943231,17.78,655.0022,NA,NA
2016,2018-05-09,129,34,C2,Y,0.2527354997943231,17.78,655.0022,NA,NA
2017,2018-05-09,129,35,C2,Y,0.2527354997943231,17.78,655.0022,NA,NA
2018,2018-05-09,129,34,C2,Y,0.2527354997943231,17.78,655.0022,NA,NA
2019,2018-05-09,129,35,C2,Y,0.2527354997943231,17.78,655.0022,NA,NA
2012,2018-05-09,129,34,C2,Y,0.2527354997943231,20.32,723.9498,NA,NA
2013,2018-05-09,129,35,C2,Y,0.2527354997943231,20.32,723.9498,NA,NA
2014,2018-05-09,129,34,C2,Y,0.2527354997943231,20.32,723.9498,NA,NA
2015,2018-05-09,129,35,C2,Y,0.2527354997943231,20.32,723.9498,NA,NA
2016,2018-05-09,129,34,C2,Y,0.2527354997943231,20.32,723.9498,NA,NA
2017,2018-05-09,129,35,C2,Y,0.2527354997943231,20.32,723.9498,NA,NA
2018,2018-05-09,129,34,C2,Y,0.2527354997943231,20.32,723.9498,NA,NA
2019,2018-05-09,129,35,C2,Y,0.2527354997943231,20.32,723.9498,NA,NA
2012,2018-05-09,129,34,C2,Y,0.2527354997943231,22.86,792.8974,NA,NA
2013,2018-05-09,129,35,C2,Y,0.2527354997943231,22.86,792.8974,NA,NA
2014,2018-05-09,129,34,C2,Y,0.2527354997943231,22.86,792.8974,NA,NA
2015,2018-05-09,129,35,C2,Y,0.2527354997943231,22.86,792.8974,NA,NA
2016,2018-05-09,129,34,C2,Y,0.2527354997943231,22.86,792.8974,NA,NA
2017,2018-05-09,129,35,C2,Y,0.2527354997943231,22.86,792.8974,NA,NA
2018,2018-05-09,129,34,C2,Y,0.2527354997943231,22.86,792.8974,NA,NA
2019,2018-05-09,129,35,C2,Y,0.2527354997943231,22.86,792.8974,NA,NA
2012,2018-05-09,129,34,C2,Y,0.2527354997943231,25.4,689.476,NA,NA
2013,2018-05-09,129,35,C2,Y,0.2527354997943231,25.4,689.476,NA,NA
2014,2018-05-09,129,34,C2,Y,0.2527354997943231,25.4,689.476,NA,NA
2015,2018-05-09,129,35,C2,Y,0.2527354997943231,25.4,689.476,NA,NA
2016,2018-05-09,129,34,C2,Y,0.2527354997943231,25.4,689.476,NA,NA
2017,2018-05-09,129,35,C2,Y,0.2527354997943231,25.4,689.476,NA,NA
2018,2018-05-09,129,34,C2,Y,0.2527354997943231,25.4,689.476,NA,NA
2019,2018-05-09,129,35,C2,Y,0.2527354997943231,25.4,689.476,NA,NA
2012,2018-05-09,129,34,C2,Y,0.2527354997943231,27.94,655.0022,NA,NA
2013,2018-05-09,129,35,C2,Y,0.2527354997943231,27.94,655.0022,NA,NA
2014,2018-05-09,129,34,C2,Y,0.2527354997943231,27.94,655.0022,NA,NA
2015,2018-05-09,129,35,C2,Y,0.2527354997943231,27.94,655.0022,NA,NA
2016,2018-05-09,129,34,C2,Y,0.2527354997943231,27.94,655.0022,NA,NA
2017,2018-05-09,129,35,C2,Y,0.2527354997943231,27.94,655.0022,NA,NA
2018,2018-05-09,129,34,C2,Y,0.2527354997943231,27.94,655.0022,NA,NA
2019,2018-05-09,129,35,C2,Y,0.2527354997943231,27.94,655.0022,NA,NA
2012,2018-05-09,129,34,C2,Y,0.2527354997943231,30.48,689.476,NA,NA
2013,2018-05-09,129,35,C2,Y,0.2527354997943231,30.48,689.476,NA,NA
2014,2018-05-09,129,34,C2,Y,0.2527354997943231,30.48,689.476,NA,NA
2015,2018-05-09,129,35,C2,Y,0.2527354997943231,30.48,689.476,NA,NA
2016,2018-05-09,129,34,C2,Y,0.2527354997943231,30.48,689.476,NA,NA
2017,2018-05-09,129,35,C2,Y,0.2527354997943231,30.48,689.476,NA,NA
2018,2018-05-09,129,34,C2,Y,0.2527354997943231,30.48,689.476,NA,NA
2019,2018-05-09,129,35,C2,Y,0.2527354997943231,30.48,689.476,NA,NA
2012,2018-05-09,129,34,C2,Y,0.2527354997943231,33.02,758.4236,NA,NA
2013,2018-05-09,129,35,C2,Y,0.2527354997943231,33.02,758.4236,NA,NA
2014,2018-05-09,129,34,C2,Y,0.2527354997943231,33.02,758.4236,NA,NA
2015,2018-05-09,129,35,C2,Y,0.2527354997943231,33.02,758.4236,NA,NA
2016,2018-05-09,129,34,C2,Y,0.2527354997943231,33.02,758.4236,NA,NA
2017,2018-05-09,129,35,C2,Y,0.2527354997943231,33.02,758.4236,NA,NA
2018,2018-05-09,129,34,C2,Y,0.2527354997943231,33.02,758.4236,NA,NA
2019,2018-05-09,129,35,C2,Y,0.2527354997943231,33.02,758.4236,NA,NA
2012,2018-05-09,129,34,C2,Y,0.2527354997943231,35.56,792.8974,NA,NA
2013,2018-05-09,129,35,C2,Y,0.2527354997943231,35.56,792.8974,NA,NA
2014,2018-05-09,129,34,C2,Y,0.2527354997943231,35.56,792.8974,NA,NA
2015,2018-05-09,129,35,C2,Y,0.2527354997943231,35.56,792.8974,NA,NA
2016,2018-05-09,129,34,C2,Y,0.2527354997943231,35.56,792.8974,NA,NA
2017,2018-05-09,129,35,C2,Y,0.2527354997943231,35.56,792.8974,NA,NA
2018,2018-05-09,129,34,C2,Y,0.2527354997943231,35.56,792.8974,NA,NA
2019,2018-05-09,129,35,C2,Y,0.2527354997943231,35.56,792.8974,NA,NA
2012,2018-05-09,129,34,C2,Y,0.2527354997943231,38.1,758.4236,NA,NA
2013,2018-05-09,129,35,C2,Y,0.2527354997943231,38.1,758.4236,NA,NA
2014,2018-05-09,129,34,C2,Y,0.2527354997943231,38.1,758.4236,NA,NA
2015,2018-05-09,129,35,C2,Y,0.2527354997943231,38.1,758.4236,NA,NA
2016,2018-05-09,129,34,C2,Y,0.2527354997943231,38.1,758.4236,NA,NA
2017,2018-05-09,129,35,C2,Y,0.2527354997943231,38.1,758.4236,NA,NA
2018,2018-05-09,129,34,C2,Y,0.2527354997943231,38.1,758.4236,NA,NA
2019,2018-05-09,129,35,C2,Y,0.2527354997943231,38.1,758.4236,NA,NA
2012,2018-05-09,129,34,C2,Y,0.2527354997943231,40.64,758.4236,NA,NA
2013,2018-05-09,129,35,C2,Y,0.2527354997943231,40.64,758.4236,NA,NA
2014,2018-05-09,129,34,C2,Y,0.2527354997943231,40.64,758.4236,NA,NA
2015,2018-05-09,129,35,C2,Y,0.2527354997943231,40.64,758.4236,NA,NA
2016,2018-05-09,129,34,C2,Y,0.2527354997943231,40.64,758.4236,NA,NA
2017,2018-05-09,129,35,C2,Y,0.2527354997943231,40.64,758.4236,NA,NA
2018,2018-05-09,129,34,C2,Y,0.2527354997943231,40.64,758.4236,NA,NA
2019,2018-05-09,129,35,C2,Y,0.2527354997943231,40.64,758.4236,NA,NA
2012,2018-05-09,129,34,C2,Y,0.2527354997943231,43.18,723.9498,NA,NA
2013,2018-05-09,129,35,C2,Y,0.2527354997943231,43.18,723.9498,NA,NA
2014,2018-05-09,129,34,C2,Y,0.2527354997943231,43.18,723.9498,NA,NA
2015,2018-05-09,129,35,C2,Y,0.2527354997943231,43.18,723.9498,NA,NA
2016,2018-05-09,129,34,C2,Y,0.2527354997943231,43.18,723.9498,NA,NA
2017,2018-05-09,129,35,C2,Y,0.2527354997943231,43.18,723.9498,NA,NA
2018,2018-05-09,129,34,C2,Y,0.2527354997943231,43.18,723.9498,NA,NA
2019,2018-05-09,129,35,C2,Y,0.2527354997943231,43.18,723.9498,NA,NA
2012,2018-05-09,129,34,C2,Y,0.2527354997943231,45.72,758.4236,NA,NA
2013,2018-05-09,129,35,C2,Y,0.2527354997943231,45.72,758.4236,NA,NA
2014,2018-05-09,129,34,C2,Y,0.2527354997943231,45.72,758.4236,NA,NA
2015,2018-05-09,129,35,C2,Y,0.2527354997943231,45.72,758.4236,NA,NA
2016,2018-05-09,129,34,C2,Y,0.2527354997943231,45.72,758.4236,NA,NA
2017,2018-05-09,129,35,C2,Y,0.2527354997943231,45.72,758.4236,NA,NA
2018,2018-05-09,129,34,C2,Y,0.2527354997943231,45.72,758.4236,NA,NA
2019,2018-05-09,129,35,C2,Y,0.2527354997943231,45.72,758.4236,NA,NA
2012,2018-05-09,129,34,C2,Y,0.22394307241523645,0,0,NA,NA
2013,2018-05-09,129,35,C2,Y,0.22394307241523645,0,0,NA,NA
2014,2018-05-09,129,34,C2,Y,0.22394307241523645,0,0,NA,NA
2015,2018-05-09,129,35,C2,Y,0.22394307241523645,0,0,NA,NA
2016,2018-05-09,129,34,C2,Y,0.22394307241523645,0,0,NA,NA
2017,2018-05-09,129,35,C2,Y,0.22394307241523645,0,0,NA,NA
2018,2018-05-09,129,34,C2,Y,0.22394307241523645,0,0,NA,NA
2019,2018-05-09,129,35,C2,Y,0.22394307241523645,0,0,NA,NA
2012,2018-05-09,129,34,C2,Y,0.22394307241523645,2.54,34.4738,NA,NA
2013,2018-05-09,129,35,C2,Y,0.22394307241523645,2.54,34.4738,NA,NA
2014,2018-05-09,129,34,C2,Y,0.22394307241523645,2.54,34.4738,NA,NA
2015,2018-05-09,129,35,C2,Y,0.22394307241523645,2.54,34.4738,NA,NA
2016,2018-05-09,129,34,C2,Y,0.22394307241523645,2.54,34.4738,NA,NA
2017,2018-05-09,129,35,C2,Y,0.22394307241523645,2.54,34.4738,NA,NA
2018,2018-05-09,129,34,C2,Y,0.22394307241523645,2.54,34.4738,NA,NA
2019,2018-05-09,129,35,C2,Y,0.22394307241523645,2.54,34.4738,NA,NA
2012,2018-05-09,129,34,C2,Y,0.22394307241523645,5.08,103.42139999999999,NA,NA
2013,2018-05-09,129,35,C2,Y,0.22394307241523645,5.08,103.42139999999999,NA,NA
2014,2018-05-09,129,34,C2,Y,0.22394307241523645,5.08,103.42139999999999,NA,NA
2015,2018-05-09,129,35,C2,Y,0.22394307241523645,5.08,103.42139999999999,NA,NA
2016,2018-05-09,129,34,C2,Y,0.22394307241523645,5.08,103.42139999999999,NA,NA
2017,2018-05-09,129,35,C2,Y,0.22394307241523645,5.08,103.42139999999999,NA,NA
2018,2018-05-09,129,34,C2,Y,0.22394307241523645,5.08,103.42139999999999,NA,NA
2019,2018-05-09,129,35,C2,Y,0.22394307241523645,5.08,103.42139999999999,NA,NA
2012,2018-05-09,129,34,C2,Y,0.22394307241523645,7.62,482.6332,NA,NA
2013,2018-05-09,129,35,C2,Y,0.22394307241523645,7.62,482.6332,NA,NA
2014,2018-05-09,129,34,C2,Y,0.22394307241523645,7.62,482.6332,NA,NA
2015,2018-05-09,129,35,C2,Y,0.22394307241523645,7.62,482.6332,NA,NA
2016,2018-05-09,129,34,C2,Y,0.22394307241523645,7.62,482.6332,NA,NA
2017,2018-05-09,129,35,C2,Y,0.22394307241523645,7.62,482.6332,NA,NA
2018,2018-05-09,129,34,C2,Y,0.22394307241523645,7.62,482.6332,NA,NA
2019,2018-05-09,129,35,C2,Y,0.22394307241523645,7.62,482.6332,NA,NA
2012,2018-05-09,129,34,C2,Y,0.22394307241523645,10.16,792.8974,NA,NA
2013,2018-05-09,129,35,C2,Y,0.22394307241523645,10.16,792.8974,NA,NA
2014,2018-05-09,129,34,C2,Y,0.22394307241523645,10.16,792.8974,NA,NA
2015,2018-05-09,129,35,C2,Y,0.22394307241523645,10.16,792.8974,NA,NA
2016,2018-05-09,129,34,C2,Y,0.22394307241523645,10.16,792.8974,NA,NA
2017,2018-05-09,129,35,C2,Y,0.22394307241523645,10.16,792.8974,NA,NA
2018,2018-05-09,129,34,C2,Y,0.22394307241523645,10.16,792.8974,NA,NA
2019,2018-05-09,129,35,C2,Y,0.22394307241523645,10.16,792.8974,NA,NA
2012,2018-05-09,129,34,C2,Y,0.22394307241523645,12.7,896.3188,NA,NA
2013,2018-05-09,129,35,C2,Y,0.22394307241523645,12.7,896.3188,NA,NA
2014,2018-05-09,129,34,C2,Y,0.22394307241523645,12.7,896.3188,NA,NA
2015,2018-05-09,129,35,C2,Y,0.22394307241523645,12.7,896.3188,NA,NA
2016,2018-05-09,129,34,C2,Y,0.22394307241523645,12.7,896.3188,NA,NA
2017,2018-05-09,129,35,C2,Y,0.22394307241523645,12.7,896.3188,NA,NA
2018,2018-05-09,129,34,C2,Y,0.22394307241523645,12.7,896.3188,NA,NA
2019,2018-05-09,129,35,C2,Y,0.22394307241523645,12.7,896.3188,NA,NA
2012,2018-05-09,129,34,C2,Y,0.22394307241523645,15.24,1103.1616,NA,NA
2013,2018-05-09,129,35,C2,Y,0.22394307241523645,15.24,1103.1616,NA,NA
2014,2018-05-09,129,34,C2,Y,0.22394307241523645,15.24,1103.1616,NA,NA
2015,2018-05-09,129,35,C2,Y,0.22394307241523645,15.24,1103.1616,NA,NA
2016,2018-05-09,129,34,C2,Y,0.22394307241523645,15.24,1103.1616,NA,NA
2017,2018-05-09,129,35,C2,Y,0.22394307241523645,15.24,1103.1616,NA,NA
2018,2018-05-09,129,34,C2,Y,0.22394307241523645,15.24,1103.1616,NA,NA
2019,2018-05-09,129,35,C2,Y,0.22394307241523645,15.24,1103.1616,NA,NA
2012,2018-05-09,129,34,C2,Y,0.22394307241523645,17.78,1068.6878,NA,NA
2013,2018-05-09,129,35,C2,Y,0.22394307241523645,17.78,1068.6878,NA,NA
2014,2018-05-09,129,34,C2,Y,0.22394307241523645,17.78,1068.6878,NA,NA
2015,2018-05-09,129,35,C2,Y,0.22394307241523645,17.78,1068.6878,NA,NA
2016,2018-05-09,129,34,C2,Y,0.22394307241523645,17.78,1068.6878,NA,NA
2017,2018-05-09,129,35,C2,Y,0.22394307241523645,17.78,1068.6878,NA,NA
2018,2018-05-09,129,34,C2,Y,0.22394307241523645,17.78,1068.6878,NA,NA
2019,2018-05-09,129,35,C2,Y,0.22394307241523645,17.78,1068.6878,NA,NA
2012,2018-05-09,129,34,C2,Y,0.22394307241523645,20.32,999.7402,NA,NA
2013,2018-05-09,129,35,C2,Y,0.22394307241523645,20.32,999.7402,NA,NA
2014,2018-05-09,129,34,C2,Y,0.22394307241523645,20.32,999.7402,NA,NA
2015,2018-05-09,129,35,C2,Y,0.22394307241523645,20.32,999.7402,NA,NA
2016,2018-05-09,129,34,C2,Y,0.22394307241523645,20.32,999.7402,NA,NA
2017,2018-05-09,129,35,C2,Y,0.22394307241523645,20.32,999.7402,NA,NA
2018,2018-05-09,129,34,C2,Y,0.22394307241523645,20.32,999.7402,NA,NA
2019,2018-05-09,129,35,C2,Y,0.22394307241523645,20.32,999.7402,NA,NA
2012,2018-05-09,129,34,C2,Y,0.22394307241523645,22.86,965.2664,NA,NA
2013,2018-05-09,129,35,C2,Y,0.22394307241523645,22.86,965.2664,NA,NA
2014,2018-05-09,129,34,C2,Y,0.22394307241523645,22.86,965.2664,NA,NA
2015,2018-05-09,129,35,C2,Y,0.22394307241523645,22.86,965.2664,NA,NA
2016,2018-05-09,129,34,C2,Y,0.22394307241523645,22.86,965.2664,NA,NA
2017,2018-05-09,129,35,C2,Y,0.22394307241523645,22.86,965.2664,NA,NA
2018,2018-05-09,129,34,C2,Y,0.22394307241523645,22.86,965.2664,NA,NA
2019,2018-05-09,129,35,C2,Y,0.22394307241523645,22.86,965.2664,NA,NA
2012,2018-05-09,129,34,C2,Y,0.22394307241523645,25.4,827.3711999999999,NA,NA
2013,2018-05-09,129,35,C2,Y,0.22394307241523645,25.4,827.3711999999999,NA,NA
2014,2018-05-09,129,34,C2,Y,0.22394307241523645,25.4,827.3711999999999,NA,NA
2015,2018-05-09,129,35,C2,Y,0.22394307241523645,25.4,827.3711999999999,NA,NA
2016,2018-05-09,129,34,C2,Y,0.22394307241523645,25.4,827.3711999999999,NA,NA
2017,2018-05-09,129,35,C2,Y,0.22394307241523645,25.4,827.3711999999999,NA,NA
2018,2018-05-09,129,34,C2,Y,0.22394307241523645,25.4,827.3711999999999,NA,NA
2019,2018-05-09,129,35,C2,Y,0.22394307241523645,25.4,827.3711999999999,NA,NA
2012,2018-05-09,129,34,C2,Y,0.22394307241523645,27.94,758.4236,NA,NA
2013,2018-05-09,129,35,C2,Y,0.22394307241523645,27.94,758.4236,NA,NA
2014,2018-05-09,129,34,C2,Y,0.22394307241523645,27.94,758.4236,NA,NA
2015,2018-05-09,129,35,C2,Y,0.22394307241523645,27.94,758.4236,NA,NA
2016,2018-05-09,129,34,C2,Y,0.22394307241523645,27.94,758.4236,NA,NA
2017,2018-05-09,129,35,C2,Y,0.22394307241523645,27.94,758.4236,NA,NA
2018,2018-05-09,129,34,C2,Y,0.22394307241523645,27.94,758.4236,NA,NA
2019,2018-05-09,129,35,C2,Y,0.22394307241523645,27.94,758.4236,NA,NA
2012,2018-05-09,129,34,C2,Y,0.22394307241523645,30.48,723.9498,NA,NA
2013,2018-05-09,129,35,C2,Y,0.22394307241523645,30.48,723.9498,NA,NA
2014,2018-05-09,129,34,C2,Y,0.22394307241523645,30.48,723.9498,NA,NA
2015,2018-05-09,129,35,C2,Y,0.22394307241523645,30.48,723.9498,NA,NA
2016,2018-05-09,129,34,C2,Y,0.22394307241523645,30.48,723.9498,NA,NA
2017,2018-05-09,129,35,C2,Y,0.22394307241523645,30.48,723.9498,NA,NA
2018,2018-05-09,129,34,C2,Y,0.22394307241523645,30.48,723.9498,NA,NA
2019,2018-05-09,129,35,C2,Y,0.22394307241523645,30.48,723.9498,NA,NA
2012,2018-05-09,129,34,C2,Y,0.22394307241523645,33.02,620.5284,NA,NA
2013,2018-05-09,129,35,C2,Y,0.22394307241523645,33.02,620.5284,NA,NA
2014,2018-05-09,129,34,C2,Y,0.22394307241523645,33.02,620.5284,NA,NA
2015,2018-05-09,129,35,C2,Y,0.22394307241523645,33.02,620.5284,NA,NA
2016,2018-05-09,129,34,C2,Y,0.22394307241523645,33.02,620.5284,NA,NA
2017,2018-05-09,129,35,C2,Y,0.22394307241523645,33.02,620.5284,NA,NA
2018,2018-05-09,129,34,C2,Y,0.22394307241523645,33.02,620.5284,NA,NA
2019,2018-05-09,129,35,C2,Y,0.22394307241523645,33.02,620.5284,NA,NA
2012,2018-05-09,129,34,C2,Y,0.22394307241523645,35.56,551.5808,NA,NA
2013,2018-05-09,129,35,C2,Y,0.22394307241523645,35.56,551.5808,NA,NA
2014,2018-05-09,129,34,C2,Y,0.22394307241523645,35.56,551.5808,NA,NA
2015,2018-05-09,129,35,C2,Y,0.22394307241523645,35.56,551.5808,NA,NA
2016,2018-05-09,129,34,C2,Y,0.22394307241523645,35.56,551.5808,NA,NA
2017,2018-05-09,129,35,C2,Y,0.22394307241523645,35.56,551.5808,NA,NA
2018,2018-05-09,129,34,C2,Y,0.22394307241523645,35.56,551.5808,NA,NA
2019,2018-05-09,129,35,C2,Y,0.22394307241523645,35.56,551.5808,NA,NA
2012,2018-05-09,129,34,C2,Y,0.22394307241523645,38.1,482.6332,NA,NA
2013,2018-05-09,129,35,C2,Y,0.22394307241523645,38.1,482.6332,NA,NA
2014,2018-05-09,129,34,C2,Y,0.22394307241523645,38.1,482.6332,NA,NA
2015,2018-05-09,129,35,C2,Y,0.22394307241523645,38.1,482.6332,NA,NA
2016,2018-05-09,129,34,C2,Y,0.22394307241523645,38.1,482.6332,NA,NA
2017,2018-05-09,129,35,C2,Y,0.22394307241523645,38.1,482.6332,NA,NA
2018,2018-05-09,129,34,C2,Y,0.22394307241523645,38.1,482.6332,NA,NA
2019,2018-05-09,129,35,C2,Y,0.22394307241523645,38.1,482.6332,NA,NA
2012,2018-05-09,129,34,C2,Y,0.22394307241523645,40.64,448.1594,NA,NA
2013,2018-05-09,129,35,C2,Y,0.22394307241523645,40.64,448.1594,NA,NA
2014,2018-05-09,129,34,C2,Y,0.22394307241523645,40.64,448.1594,NA,NA
2015,2018-05-09,129,35,C2,Y,0.22394307241523645,40.64,448.1594,NA,NA
2016,2018-05-09,129,34,C2,Y,0.22394307241523645,40.64,448.1594,NA,NA
2017,2018-05-09,129,35,C2,Y,0.22394307241523645,40.64,448.1594,NA,NA
2018,2018-05-09,129,34,C2,Y,0.22394307241523645,40.64,448.1594,NA,NA
2019,2018-05-09,129,35,C2,Y,0.22394307241523645,40.64,448.1594,NA,NA
2012,2018-05-09,129,34,C2,Y,0.22394307241523645,43.18,379.2118,NA,NA
2013,2018-05-09,129,35,C2,Y,0.22394307241523645,43.18,379.2118,NA,NA
2014,2018-05-09,129,34,C2,Y,0.22394307241523645,43.18,379.2118,NA,NA
2015,2018-05-09,129,35,C2,Y,0.22394307241523645,43.18,379.2118,NA,NA
2016,2018-05-09,129,34,C2,Y,0.22394307241523645,43.18,379.2118,NA,NA
2017,2018-05-09,129,35,C2,Y,0.22394307241523645,43.18,379.2118,NA,NA
2018,2018-05-09,129,34,C2,Y,0.22394307241523645,43.18,379.2118,NA,NA
2019,2018-05-09,129,35,C2,Y,0.22394307241523645,43.18,379.2118,NA,NA
2012,2018-05-09,129,34,C2,Y,0.22394307241523645,45.72,413.68559999999997,NA,NA
2013,2018-05-09,129,35,C2,Y,0.22394307241523645,45.72,413.68559999999997,NA,NA
