plot_id,doy,organ,mass_g,totC_g,totN_g,CN_ratio,N_prct
2019_23,265,cobtassle,NA,89.114,0.576,154.742,0.305
2019_38,265,cobtassle,NA,83.296,0.553,150.553,0.307
2019_48,265,cobtassle,NA,72.641,0.623,116.572,0.405
2019_18,265,cobtassle,NA,84.916,0.793,107.085,0.429
2019_28,265,cobtassle,NA,90.294,1.011,89.292,0.529
2019_37,265,cobtassle,NA,85.371,0.758,112.586,0.407
2019_46,265,cobtassle,NA,80.42,0.704,114.282,0.41
2014_13,140,grain,NA,NA,NA,NA,NA
2014_24,140,grain,NA,NA,NA,NA,NA
2014_34,140,grain,NA,NA,NA,NA,NA
2014_44,140,grain,NA,NA,NA,NA,NA
2014_11,140,grain,NA,NA,NA,NA,NA
2014_23,140,grain,NA,NA,NA,NA,NA
2014_38,140,grain,NA,NA,NA,NA,NA
2014_48,140,grain,NA,NA,NA,NA,NA
2014_18,140,grain,NA,NA,NA,NA,NA
2014_28,140,grain,NA,NA,NA,NA,NA
2014_37,140,grain,NA,NA,NA,NA,NA
2014_46,140,grain,NA,NA,NA,NA,NA
2014_13,150,grain,NA,NA,NA,NA,NA
2014_24,150,grain,NA,NA,NA,NA,NA
2014_34,150,grain,NA,NA,NA,NA,NA
2014_44,150,grain,NA,NA,NA,NA,NA
2014_11,150,grain,NA,NA,NA,NA,NA
2014_23,150,grain,NA,NA,NA,NA,NA
2014_38,150,grain,NA,NA,NA,NA,NA
2014_48,150,grain,NA,NA,NA,NA,NA
2014_18,150,grain,NA,NA,NA,NA,NA
2014_28,150,grain,NA,NA,NA,NA,NA
2014_37,150,grain,NA,NA,NA,NA,NA
2014_46,150,grain,NA,NA,NA,NA,NA
2014_13,169,grain,NA,NA,NA,NA,NA
2014_24,169,grain,NA,NA,NA,NA,NA
2014_34,169,grain,NA,NA,NA,NA,NA
2014_44,169,grain,NA,NA,NA,NA,NA
2014_11,169,grain,NA,NA,NA,NA,NA
2014_23,169,grain,NA,NA,NA,NA,NA
2014_38,169,grain,NA,NA,NA,NA,NA
2014_48,169,grain,NA,NA,NA,NA,NA
2014_18,169,grain,NA,NA,NA,NA,NA
2014_28,169,grain,NA,NA,NA,NA,NA
2014_37,169,grain,NA,NA,NA,NA,NA
2014_46,169,grain,NA,NA,NA,NA,NA
2014_13,177,grain,NA,NA,NA,NA,NA
2014_24,177,grain,NA,NA,NA,NA,NA
2014_34,177,grain,NA,NA,NA,NA,NA
2014_44,177,grain,NA,NA,NA,NA,NA
2014_11,177,grain,NA,NA,NA,NA,NA
2014_23,177,grain,NA,NA,NA,NA,NA
2014_38,177,grain,NA,NA,NA,NA,NA
2014_48,177,grain,NA,NA,NA,NA,NA
2014_18,177,grain,NA,NA,NA,NA,NA
2014_28,177,grain,NA,NA,NA,NA,NA
2014_37,177,grain,NA,NA,NA,NA,NA
2014_46,177,grain,NA,NA,NA,NA,NA
2014_13,192,grain,NA,NA,NA,NA,NA
2014_24,192,grain,NA,NA,NA,NA,NA
2014_34,192,grain,NA,NA,NA,NA,NA
2014_44,192,grain,NA,NA,NA,NA,NA
2014_11,192,grain,NA,NA,NA,NA,NA
2014_23,192,grain,NA,NA,NA,NA,NA
2014_38,192,grain,NA,NA,NA,NA,NA
2014_48,192,grain,NA,NA,NA,NA,NA
2014_18,192,grain,NA,NA,NA,NA,NA
2014_28,192,grain,NA,NA,NA,NA,NA
2014_37,192,grain,NA,NA,NA,NA,NA
2014_46,192,grain,NA,NA,NA,NA,NA
2014_13,204,grain,NA,NA,NA,NA,NA
2014_24,204,grain,NA,NA,NA,NA,NA
2014_34,204,grain,NA,NA,NA,NA,NA
2014_44,204,grain,NA,NA,NA,NA,NA
2014_11,204,grain,NA,NA,NA,NA,NA
2014_23,204,grain,NA,NA,NA,NA,NA
2014_38,204,grain,NA,NA,NA,NA,NA
2014_48,204,grain,NA,NA,NA,NA,NA
2014_18,204,grain,NA,NA,NA,NA,NA
2014_28,204,grain,NA,NA,NA,NA,NA
2014_37,204,grain,NA,NA,NA,NA,NA
2014_46,204,grain,NA,NA,NA,NA,NA
2014_13,214,grain,173.3,78.68,3.04,25.87,1.76
2014_24,214,grain,116.3,53.18,2.06,25.86,1.77
2014_34,214,grain,101.2,45.94,1.7,27.03,1.68
2014_44,214,grain,114.3,52.08,1.99,26.12,1.74
2014_11,214,grain,128.5,58.95,2.28,25.85,1.78
2014_23,214,grain,175.7,79.91,2.84,28.16,1.62
2014_38,214,grain,136.8,62.04,2.43,25.5,1.779
2014_48,214,grain,109.4,49.76,1.85,26.84,1.695
2014_18,214,grain,152.2,69.43,2.45,28.36,1.609
2014_28,214,grain,140,63.43,2.49,25.48,1.778
2014_37,214,grain,153.6,71.42,2.83,25.21,1.85
2014_46,214,grain,102.6,46.63,1.53,30.5,1.49
2014_13,229,grain,409.8186519,188.6395255,4.950609315,38.10430464,1.208
2014_24,229,grain,338.3743308,155.8213793,3.891304804,40.04347826,1.15
2014_34,229,grain,371.5104699,170.1146442,4.354102707,39.06996587,1.172
2014_44,229,grain,382.9941583,175.3347257,3.96781948,44.18918919,1.036
2014_11,229,grain,383.1694818,175.3000379,3.567691045,49.13543121,0.9311
2014_23,229,grain,435.7665281,199.18888,4.850081457,41.06918239,1.113
2014_38,229,grain,363.5332512,166.607289,4.347857685,38.31939799,1.196
2014_48,229,grain,425.2471188,195.9113476,5.013663531,39.0754877,1.179
2014_18,229,grain,402.8933742,183.8402466,4.37139311,42.05529954,1.085
2014_28,229,grain,382.3805261,175.0920429,4.305604724,40.6660746,1.126
2014_37,229,grain,396.2310817,181.2360967,4.65967752,38.89455782,1.176
2014_46,229,grain,435.0652341,198.6942924,4.550782349,43.66156788,1.046
2019_13,251,grain,612.65,282.860505,6.665632,42.43566176,1.088
2019_24,251,grain,680.94,314.458092,6.63848406,47.36896092,0.9749
2019_34,251,grain,650.85,301.148295,6.07438305,49.5767706,0.9333
2019_44,251,grain,666.6,309.50238,6.76599,45.74384236,1.015
2019_11,251,grain,664.22,305.474778,6.7285486,45.39980257,1.013
2019_23,251,grain,719.29,329.506749,7.6532456,43.05451128,1.064
2019_38,251,grain,705.21,326.935356,8.039394,40.66666667,1.14
2019_48,251,grain,681.21,310.495518,6.12544032,50.68950178,0.8992
2019_18,251,grain,699.33,320.223207,6.71147001,47.71282693,0.9597
2019_28,251,grain,718.01,330.859008,8.6089399,38.43202669,1.199
2019_37,251,grain,742.94,343.089692,7.9048816,43.40225564,1.064
2019_46,251,grain,735.56,340.711392,6.99664672,48.69638352,0.9512
2019_13,265,grain,652.62,303.14199,6.9569292,43.57410882,1.066
2019_24,265,grain,640.76,297.248564,6.09747216,48.74947457,0.9516
2019_34,265,grain,660.23,307.799226,6.52505309,47.17191136,0.9883
2019_44,265,grain,583.25,269.053225,5.9666475,45.09286413,1.023
2019_11,265,grain,662.73,306.114987,6.17200449,49.59733706,0.9313
2019_23,265,grain,771.77,359.64482,8.2656567,43.51073763,1.071
2019_38,265,grain,715.4,331.30174,7.568932,43.77126654,1.058
2019_48,265,grain,583.78,271.516078,5.57393144,48.7117721,0.9548
2019_18,265,grain,633.88,295.451468,7.4354124,39.73572038,1.173
2019_28,265,grain,694.82,324.203012,8.4212184,38.49834983,1.212
2019_37,265,grain,683.17,316.854246,7.8701184,40.26041667,1.152
2019_46,265,grain,638.72,294.386048,6.03718144,48.76216674,0.9452
