year,date,doy,plot_id,residue_g
2018,2018-05-10,130,2018_13,148.76
2018,2018-05-10,130,2018_18,0
2018,2018-05-10,130,2018_34,177.90999999999997
2018,2018-05-10,130,2018_37,0
2018,2018-05-10,130,2018_44,114.905
2018,2018-05-10,130,2018_46,0
2018,2018-05-11,131,2018_24,205.745
2018,2018-05-11,131,2018_28,0
