year,site,plot,trt,date,depth,crop,NO3_ppm,NH4_ppm,NO3_kg,NH4_kg,NO3_lbs
2018,MARSDEN,13,2yr,2018-05-16,01,CORN,22.77602224047411,11.289918334902527,88.8265,44.0307,79.30937499999999
2018,MARSDEN,13,2yr,2018-05-16,12,CORN,6.9358146484251115,2.198011138588875,26.0093,8.2425,23.22258928571428
2018,MARSDEN,13,2yr,2018-05-16,23,CORN,13.061489206371911,3.7188775893052823,48.9806,13.9458,43.73267857142857
2018,MARSDEN,18,4yr,2018-05-16,01,CORN,14.674321663364799,2.6073021849255222,57.2299,10.1685,51.098124999999996
2018,MARSDEN,18,4yr,2018-05-16,12,CORN,7.69913071074856,1.6112691483936379,28.8717,6.0423,25.77830357142857
2018,MARSDEN,18,4yr,2018-05-16,23,CORN,5.661850280451037,1.4307801496488217,21.2319,5.3654,18.95705357142857
2018,MARSDEN,24,2yr,2018-05-16,01,CORN,14.507158756215992,10.434755360919551,56.5779,40.6955,50.51598214285714
2018,MARSDEN,24,2yr,2018-05-16,12,CORN,7.701960623349591,6.641318236911194,28.8824,24.9049,25.787857142857142
2018,MARSDEN,24,2yr,2018-05-16,23,CORN,8.654726668663537,3.8053205166028476,32.4552,14.27,28.97785714285714
2018,MARSDEN,28,4yr,2018-05-16,01,CORN,20.270190779664734,4.486468178226651,79.0537,17.4972,70.58366071428571
2018,MARSDEN,28,4yr,2018-05-16,12,CORN,8.562985058309916,1.233596510525448,32.1112,4.626,28.67071428571428
2018,MARSDEN,28,4yr,2018-05-16,23,CORN,5.5594130018672505,1.1320959436645328,20.8478,4.2454,18.61410714285714
2018,MARSDEN,34,2yr,2018-05-16,01,CORN,18.6374355185366,4.721306174157055,72.686,18.4131,64.89821428571429
2018,MARSDEN,34,2yr,2018-05-16,12,CORN,6.5896409407570395,2.07685556190679,24.7112,7.7882,22.06357142857143
2018,MARSDEN,34,2yr,2018-05-16,23,CORN,10.941801393965767,5.785554797312685,41.0318,21.6958,36.63553571428571
2018,MARSDEN,37,4yr,2018-05-16,01,CORN,15.528713968015177,2.802013288166114,60.562,10.9279,54.07321428571428
2018,MARSDEN,37,4yr,2018-05-16,12,CORN,4.625481970245743,2.3080986261945875,17.3456,8.6554,15.487142857142857
2018,MARSDEN,37,4yr,2018-05-16,23,CORN,4.632810804106007,1.6195022933091636,17.373,6.0731,15.511607142857143
2018,MARSDEN,44,2yr,2018-05-16,01,CORN,32.66210416335846,6.9851911159534374,127.3822,27.2422,113.73410714285713
2018,MARSDEN,44,2yr,2018-05-16,12,CORN,15.80777609126193,2.43217071877655,59.2792,9.1206,52.92785714285714
2018,MARSDEN,44,2yr,2018-05-16,23,CORN,10.034383607325362,2.264707935255159,37.6289,8.4927,33.59723214285714
2018,MARSDEN,46,4yr,2018-05-16,01,CORN,16.374437078633772,1.9367498777666423,63.8603,7.5533,57.018125
2018,MARSDEN,46,4yr,2018-05-16,12,CORN,10.569792014204278,1.8385219098764982,39.6367,6.8945,35.38991071428571
2018,MARSDEN,46,4yr,2018-05-16,23,CORN,10.869959702320457,2.472814989316983,40.7623,9.2731,36.394910714285714
2018,MARSDEN,13,2yr,2018-06-18,01,CORN,6.475199365412663,0.7798823629546744,25.2533,3.0415,22.547589285714285
2018,MARSDEN,18,4yr,2018-06-18,01,CORN,3.640602756470137,0.8337170745700119,14.1984,3.2515,12.677142857142856
2018,MARSDEN,24,2yr,2018-06-18,01,CORN,6.614374669320462,1.5971578357080949,25.7961,6.2289,23.03223214285714
2018,MARSDEN,28,4yr,2018-06-18,01,CORN,5.933218557449503,1.1338619958502432,23.1396,4.4221,20.66035714285714
2018,MARSDEN,34,2yr,2018-06-18,01,CORN,3.576037489333613,0.6980075411226139,13.9465,2.7222,12.452232142857142
2018,MARSDEN,37,4yr,2018-06-18,01,CORN,5.774989812139641,0.8416437293666916,22.5225,3.2824,20.109375
2018,MARSDEN,44,2yr,2018-06-18,01,CORN,1.6816587918230632,1.0332589336714644,6.5585,4.0297,5.855803571428571
2018,MARSDEN,46,4yr,2018-06-18,01,CORN,4.730543491244534,0.9282457856817948,18.4491,3.6202,16.472410714285715
2018,MARSDEN,13,2yr,2018-07-16,01,CORN,0.882370845,1.357725674,3.4412,5.2951,3.0724999999999993
2018,MARSDEN,13,2yr,2018-07-16,12,CORN,2.045015044,1.137225383,7.6688,4.2646,6.847142857142857
2018,MARSDEN,18,4yr,2018-07-16,01,CORN,1.4739599860000001,1.68004135,5.7484,6.5522,5.132499999999999
2018,MARSDEN,18,4yr,2018-07-16,12,CORN,1.741728041,2.068926772,6.5315,7.7585,5.831696428571428
2018,MARSDEN,24,2yr,2018-07-16,01,CORN,2.664737915,2.639320332,10.3925,10.2933,9.279017857142856
2018,MARSDEN,24,2yr,2018-07-16,12,CORN,1.985502396,2.157597388,7.4456,8.091,6.647857142857142
2018,MARSDEN,28,4yr,2018-07-16,01,CORN,2.384878445,1.9674777,9.301,7.6732,8.304464285714285
2018,MARSDEN,28,4yr,2018-07-16,12,CORN,1.210812308,1.080348233,4.5405,4.0513,4.054017857142856
2018,MARSDEN,34,2yr,2018-07-16,01,CORN,2.430473777,3.601434117,9.4788,14.0456,8.463214285714285
2018,MARSDEN,34,2yr,2018-07-16,12,CORN,2.084595053,1.73888346,7.8172,6.5208,6.979642857142856
2018,MARSDEN,37,4yr,2018-07-16,01,CORN,7.850557672,4.571590772,30.6172,17.8292,27.33678571428571
2018,MARSDEN,37,4yr,2018-07-16,12,CORN,4.11992365,4.244586488,15.4497,15.9172,13.794374999999999
2018,MARSDEN,44,2yr,2018-07-16,01,CORN,2.657920569,2.599448992,10.3659,10.1379,9.255267857142856
2018,MARSDEN,44,2yr,2018-07-16,12,CORN,1.417636738,1.479034023,5.3161,5.5464,4.746517857142856
